project,android,angular,ansible,ansible-playbook,apache,cargo,circleci,cypress,django,docker,docker-compose,elasticsearch,flutter,github-action,gradle,gradle-wrapper,hadoop-hbase,heroku,kafka,kubernetes,maven,maven-wrapper,mongodb,mysql,netlify,nginx,nodejs,poetry,postgresql,redis,spring,travis,tsconfig,zookeeper
DoKit,48,0,0,0,0,0,0,0,0,0,0,0,21,0,16,5,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0
vector,0,0,0,0,0,1155,0,0,0,9,0,0,0,1244,0,0,0,0,0,48,0,0,0,0,0,0,58,0,0,0,0,0,17,0
tinygrad,0,0,0,0,0,9,0,0,0,4,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmux,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
nowinandroid,29,0,0,0,0,0,0,0,0,0,0,0,0,21,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
backbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
graphql,0,0,0,0,0,0,0,0,0,7,46,0,0,369,0,0,0,0,0,0,0,0,0,0,11,0,855,0,0,0,0,0,82,0
KaTeX,0,0,0,0,0,0,0,0,0,5,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,5,0
Langchain-Chatchat,0,0,0,0,0,0,0,0,5,10,0,0,0,84,0,0,0,0,0,0,0,0,0,0,4,0,171,116,0,0,0,0,32,0
vulhub,0,0,0,0,0,0,0,0,22,14,620,6,0,49,0,0,0,0,0,0,455,0,0,0,0,111,28,0,0,0,15,0,0,4
gradle,12,0,0,0,0,0,0,0,0,0,0,0,0,190,47,7,0,0,0,0,91,2,0,0,0,0,0,0,0,0,1,0,0,0
posthog,0,0,0,0,0,307,0,0,212,11,571,0,0,1304,0,0,0,0,0,0,0,0,0,0,0,0,696,54,0,0,0,0,63,0
YesPlayMusic,0,0,0,0,0,0,0,0,0,6,13,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
bitcoin,0,0,0,0,0,3,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
argo-cd,0,0,0,0,0,0,0,0,0,8,0,0,0,68,0,0,0,0,0,14,0,0,0,0,0,0,118,0,0,0,0,0,17,0
jumpserver,0,0,4,71,0,0,0,0,0,11,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,0,0,0
redoc,0,0,0,0,0,0,0,0,0,7,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,14,156,0,0,0,0,0,36,0
dayjs,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0
flink,0,59,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,2190,4,0,0,0,0,65,9,0,0,0,0,25,5
teleport,0,0,3,0,0,113,0,0,0,12,0,0,0,15,0,0,0,0,0,32,0,0,0,0,0,0,198,0,0,0,0,0,31,0
servers,0,0,0,0,0,0,0,0,0,8,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,47,15,0,0,0,0,14,0
budibase,0,0,0,0,0,0,0,0,0,11,18,0,0,215,0,0,0,0,0,0,0,0,0,0,0,28,517,0,0,5,0,0,46,0
aider,0,0,0,0,0,0,0,0,0,8,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0
FastGPT,0,0,0,0,0,0,0,0,0,10,182,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,51,0
uv,0,0,0,0,0,617,0,0,0,7,0,0,0,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0
diffusers,0,0,0,0,0,0,0,0,0,4,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
rembg,0,0,0,0,0,0,0,0,0,7,5,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
helm,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tesseract.js,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
framework,0,0,0,0,0,0,0,0,0,0,19,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
tabby,0,0,0,0,0,285,0,0,0,0,19,0,0,269,1,6,0,0,0,0,0,0,0,0,0,0,419,5,0,0,0,0,60,0
curl,0,0,0,0,0,0,42,0,0,4,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acme.sh,0,0,0,0,0,0,0,0,0,8,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uni-app,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,88,0
excalidraw,0,0,0,0,0,0,0,0,0,5,10,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,55,0
delta,0,0,0,0,0,58,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
quasar,21,0,0,0,0,0,0,0,0,0,0,0,0,80,2,7,0,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,35,0
vite,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,5,0,545,0,0,0,0,0,52,0
minikube,0,0,0,0,0,0,0,0,0,11,0,0,0,1070,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0
trpc,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,65,0
xxl-job,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,57,0,0,0
sway,0,0,0,0,0,466,0,0,0,5,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
poetry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0
python-telegram-bot,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0
validator.js,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
semantic-kernel,0,0,0,0,0,0,0,0,2,0,7,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,31,92,0,0,0,0,1,0
v8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,64,0
koa,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0
relay,0,0,0,0,0,155,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,10,0
black,0,0,0,0,0,0,0,0,0,6,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0
hosts,0,0,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
yoga,3,0,0,15,0,0,0,0,0,0,0,0,0,86,3,7,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0
fyne,16,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glide,25,0,0,0,0,0,0,0,0,0,0,0,0,14,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refine,0,0,0,0,0,0,0,0,0,6,0,0,0,290,0,0,0,0,0,0,0,0,0,0,4,0,754,0,0,0,0,0,107,0
meilisearch,0,0,0,0,0,308,0,0,0,9,0,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highlight.js,0,0,0,0,0,0,0,0,0,6,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0
teable,0,0,0,0,0,0,0,0,0,8,76,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,85,0
Files,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k9s,0,0,0,0,0,0,0,0,0,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Apollo-11,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
apollo,0,0,0,0,0,0,0,0,0,6,0,0,0,67,0,0,0,0,0,0,485,1,0,0,0,0,0,0,0,0,30,0,0,0
gun,13,0,0,0,0,0,0,0,0,8,0,0,0,24,0,5,0,0,0,0,0,0,0,0,0,0,291,0,0,0,0,4,30,0
hackathon-starter,0,0,0,0,0,0,0,0,0,6,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
agentic,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,26,0
pulumi,0,0,0,0,0,0,0,0,4,6,0,0,0,899,0,0,0,0,0,0,0,0,0,0,0,0,67,33,0,0,0,0,121,0
grpc,10,0,0,0,0,0,0,0,0,8,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
chinese-independent-blogs,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
diagrams,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,0,0
OmniParser,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
focalboard,0,0,0,0,0,0,0,13,0,11,8,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,30,0
mypy,0,0,0,0,0,0,0,0,0,4,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0
vscodium,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
you-get,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LightRAG,0,0,0,0,0,0,0,0,0,7,10,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0
pytorch,1,0,0,0,0,0,0,0,4,9,0,0,0,10507,25,5,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0
neon,0,0,8,0,0,967,0,0,0,10,89,0,0,1327,0,0,0,0,0,0,0,0,0,0,0,0,3,73,0,0,0,0,0,0
trilium,0,0,0,22,0,0,0,0,0,6,10,0,0,298,0,0,0,0,0,0,0,0,0,0,0,6,457,0,0,0,0,0,30,0
gitui,0,0,0,0,0,109,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RxJava,0,0,0,0,0,0,0,0,0,0,0,0,0,46,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logseq,25,0,0,0,0,0,0,0,0,5,0,0,0,333,2,7,0,0,0,0,0,0,0,0,0,0,444,0,0,0,0,0,16,0
pyenv,0,0,0,0,0,0,0,0,0,3,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uppy,0,58,0,0,0,0,0,0,0,6,0,0,0,257,0,0,0,1,0,0,0,0,0,0,0,0,441,0,0,0,0,0,46,0
SteamTools,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pocketbase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
IOPaint,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
AppFlowy,23,0,0,0,0,429,0,0,0,8,10,0,191,221,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open-webui,0,0,0,0,0,0,0,0,0,9,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,141,22,0,0,0,0,3,0
ChatTTS,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pixijs,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0
laravel,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
mybatis-3,0,0,0,15,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,219,4,0,0,0,0,0,0,0,0,0,0,0,0
django,0,0,0,0,0,0,0,0,142,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,12,23,0,0,0,0,0,0
xterm.js,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,63,0
openai-python,0,0,0,0,0,0,0,0,0,5,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0
diff-so-fancy,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,0,0
Real-Time-Voice-Cloning,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
etcher,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,19,0
phaser,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,5,10,0
twenty,0,0,0,33,0,0,0,0,0,9,50,0,0,29,0,0,0,0,0,14,0,0,0,0,0,0,604,0,0,0,0,0,60,0
facefusion,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pdf.js,0,0,0,24,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,21,0
bootstrap,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,7,0
wezterm,0,0,0,0,0,699,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mobile-Security-Framework-MobSF,0,0,0,0,0,0,0,0,154,9,61,0,0,45,0,0,0,0,0,0,0,0,0,0,0,14,0,54,0,0,0,0,0,0
huginn,0,0,0,0,0,0,0,0,0,10,18,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
redash,0,0,0,0,0,0,0,0,0,10,0,0,0,147,0,0,0,0,0,0,0,0,0,0,11,0,209,142,0,0,0,0,24,0
eleventy,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
simple-icons,0,0,0,0,0,0,0,0,0,5,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0
drawio-desktop,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,14,0,0
node-red,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0
devdocs,0,0,0,0,0,0,0,0,0,7,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lazygit,0,0,0,0,0,0,0,0,0,7,5,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
memos,0,0,0,0,0,0,0,0,0,8,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,19,0
yfinance,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0
react-redux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,93,0,0,0,0,0,23,0
commander.js,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0
bat,0,0,0,0,0,101,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
postgres,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
numpy,0,0,0,0,0,0,22,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
RSSHub,0,0,0,0,0,0,0,0,0,9,29,0,0,219,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,19,0
iTerm2-Color-Schemes,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
core-js,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0
sentry,0,0,0,0,0,0,0,0,20,10,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,346,40,0,0,0,0,10,0
SmartTube,73,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
winutil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QtScrcpy,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pure,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0
helix,0,0,0,0,0,174,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingfisher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sops,0,0,0,0,0,0,0,0,0,4,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TDengine,0,0,0,0,0,22,0,0,0,11,19,0,0,108,0,0,0,0,0,0,338,2,0,0,0,12,6,0,0,0,19,19,0,0
matomo,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,4,31,0
uptime-kuma,0,0,0,0,0,0,0,0,0,7,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,12,0
electron,0,0,0,0,0,0,0,0,0,0,7,0,0,845,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,13,0
Sortable,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
GSYVideoPlayer,22,0,0,0,0,0,0,0,0,0,0,0,0,31,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-bootstrap,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,29,0
FastChat,0,0,0,0,0,0,0,0,0,2,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,33,0,15,0,0,0,0,0,0
dapr,0,0,0,0,0,0,0,0,0,5,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flatbuffers,20,0,0,0,0,22,0,0,0,0,0,0,10,351,14,5,0,0,0,0,153,0,0,0,0,0,34,0,0,0,0,0,17,0
pipenv,0,0,0,0,0,0,0,0,0,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
peft,0,0,0,0,0,0,0,0,0,4,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
openzeppelin-contracts,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,2,0,82,0,0,0,0,0,0,0
payload,0,0,0,0,0,0,0,0,0,8,33,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,1257,0,0,0,0,0,7,0
ladybird,35,0,0,0,0,0,0,0,0,2,0,0,0,222,4,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
seaweedfs,0,0,0,0,0,44,0,0,0,6,114,0,0,278,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,8,0,0,0
cpython,0,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
MiniCPM-o,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,0,0,0,0,0,0,0
bazel,12,0,0,0,0,0,0,0,0,0,0,0,0,91,4,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0
excelize,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chroma,0,0,0,0,0,417,0,0,0,10,40,0,0,524,0,0,0,0,0,4,0,0,0,0,0,0,211,46,0,0,0,0,49,0
calibre,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0
netdata,0,0,0,15,0,107,0,0,0,8,0,0,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,17,0,0,0,0
electron-react-boilerplate,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,18,0
eruda,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0
delve,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,15,0,0,0,0,34,0,0
timescaledb,0,0,0,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
livewire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
okhttp,8,0,0,0,0,0,0,0,0,0,0,0,0,224,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
docsify,0,0,0,0,0,0,0,0,0,6,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0
supabase,33,38,0,0,0,6,0,0,0,9,312,0,20,328,5,5,0,0,0,0,0,0,0,0,0,0,965,12,0,0,0,0,67,0
alacritty,0,0,0,0,0,100,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cube,0,13,0,0,0,299,0,0,0,8,199,0,0,1171,0,0,0,0,0,0,0,0,0,0,0,0,592,7,0,0,0,0,49,0
terminal,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
langchain,0,0,0,0,0,0,0,0,0,6,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,66,137,0,0,0,0,0,0
tree-sitter,0,0,0,0,0,246,0,0,0,5,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,85,11,0,0,0,0,0,0
vanna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
lighthouse,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0
penpot,0,0,0,0,0,17,98,0,0,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,116,175,0,0,0,0,12,0,0
cobalt,0,0,0,0,0,0,0,0,0,8,13,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,10,0
HandBrake,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wox,0,0,0,0,0,0,0,0,0,0,0,0,40,33,0,0,0,0,0,0,0,0,0,0,0,0,37,14,0,0,0,0,24,0
localsend,26,0,0,0,0,0,0,0,0,0,0,0,88,185,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glances,0,0,0,0,0,0,0,0,0,3,10,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,33,41,0,0,0,0,0,0
Sa-Token,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,0,0,0,34,0,0,0,106,0,0,0
lede,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
googletest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
siyuan,0,0,0,0,0,0,0,0,0,9,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
smolagents,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
firecrawl,0,0,0,0,0,42,0,0,0,9,0,0,0,38,0,0,0,0,0,23,0,0,0,0,0,0,203,11,0,0,0,0,3,0
Genesis,0,0,0,0,0,0,0,0,0,7,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
tailwindcss,0,0,0,0,0,63,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0
directus,0,0,0,0,0,0,0,0,0,9,62,0,0,223,0,0,0,0,0,68,0,0,0,0,0,0,453,0,0,0,0,0,46,0
anime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,15,0
bcc,0,0,0,0,0,0,0,0,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
automa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0
fiber,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OpenClash,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
