project,technologies
OCRmyPDF,"['dependabot', 'docker', 'docker-compose', 'github funding', 'github issues', 'github-action', 'poetry', 'pre-commit', 'readthedocs', 'reuse', 'snapscraft']"
imgui,"['github funding', 'github issues', 'github-action']"
bettercap,"['docker', 'github funding', 'github issues', 'github-action', 'json', 'yaml']"
serve,"['codecov', 'conda', 'docker', 'github', 'github issues', 'github-action', 'json', 'poetry', 'pre-commit', 'yaml']"
unsloth,"['github funding', 'github-action', 'poetry']"
valkey,"['appveyor', 'cirrus', 'codecov', 'dependabot', 'github', 'github issues', 'github-action', 'json', 'lerna', 'travis', 'typos', 'yaml']"
typeorm,"['docker-compose', 'github funding', 'github issues', 'github-action', 'json', 'mocha', 'nodejs', 'npm', 'prettier', 'tsconfig', 'vscode']"
dub,"['docker-compose', 'github', 'github-action', 'json', 'nodejs', 'npm', 'pnpm', 'stripe', 'tsconfig', 'turborepo', 'vercel']"
wiki,"['cypress', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'npm', 'vscode', 'yaml']"
airbnb_lottie-ios,"['github', 'github funding', 'github-action', 'npm', 'yaml']"
sqlmap,"['github funding', 'json', 'yaml']"
composer,"['dependabot', 'github', 'github-action', 'json']"
ruff,"['cargo', 'clippy', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'json', 'markdownlint', 'mkdocs', 'nodejs', 'npm', 'poetry', 'pre-commit', 'rust', 'rustfmt', 'toml', 'tsconfig', 'typos', 'vscode', 'wrangler']"
traefik,"['docker', 'github', 'github funding', 'github issues', 'github-action', 'golangci-lint', 'json', 'npm', 'prettier', 'toml', 'tsconfig', 'yaml', 'yarn']"
ml-agents,"['django', 'docker', 'github', 'github issues', 'github-action', 'json', 'mkdocs', 'npm', 'pre-commit', 'yaml']"
WordPress,"['json', 'nodejs', 'npm', 'stylelint']"
toeverything_AFFiNE,"['android', 'cargo', 'claude code', 'codecov', 'crowdin', 'devcontainer', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'helm', 'json', 'kubernetes', 'nginx', 'npm', 'oxc', 'renovate', 'rust', 'rustfmt', 'taplo', 'toml', 'tsconfig', 'vscode', 'yaml', 'yarn']"
libuv,"['dependabot', 'github-action', 'readthedocs']"
open-r1,"['dependabot', 'yaml']"
cmder,"['dependabot', 'github', 'github issues', 'github-action', 'json']"
protobuf,"['appveyor', 'buf', 'dependabot', 'github issues', 'github-action', 'json', 'maven', 'readthedocs', 'toml', 'yaml']"
reveal.js,"['github funding', 'github-action', 'nodejs', 'npm']"
handsontable_handsontable,"['angular', 'dependabot', 'eslint', 'github', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'sonar-qube', 'tsconfig']"
BerriAI_litellm,"['circleci', 'codecov', 'dependabot', 'devcontainer', 'django', 'docker', 'docker-compose', 'eslint', 'github', 'github funding', 'github issues', 'github-action', 'helm', 'json', 'kubernetes', 'mypy', 'nodejs', 'npm', 'poetry', 'pre-commit', 'prometheus', 'pyright', 'ruff', 'toml', 'tsconfig', 'wrangler', 'yaml']"
OpenBB-finance_OpenBB,"['cargo', 'configparser', 'django', 'github', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'poetry', 'pre-commit', 'ruff', 'tsconfig']"
tabler-icons,"['dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'npm', 'pnpm', 'tsconfig', 'turborepo', 'vscode']"
dokku,"['chart testing', 'circleci', 'dependabot', 'devcontainer', 'docker', 'github', 'github issues', 'github-action', 'json', 'kubernetes', 'mkdocs', 'nginx', 'toml', 'yaml']"
openwrt,"['devcontainer', 'github', 'github funding', 'github issues', 'github-action', 'json', 'vscode', 'yaml']"
swiper,"['babel', 'dependabot', 'github', 'github funding', 'github issues', 'github-action', 'json', 'nodejs', 'npm', 'vscode']"
spring-framework,"['ansible-playbook', 'configparser', 'github', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'npm', 'yaml']"
tokio,"['cargo', 'cirrus', 'cross', 'github', 'github funding', 'github issues', 'github-action', 'json', 'netlify', 'toml']"
ente-io_ente,"['android', 'cargo', 'configparser', 'crowdin', 'docker', 'docker-compose', 'flutter', 'github funding', 'github issues', 'github-action', 'gradle', 'gradle-wrapper', 'json', 'nginx', 'nodejs', 'npm', 'poetry', 'prettier', 'prometheus', 'toml', 'tsconfig', 'wrangler', 'yaml']"
remotion-dev_remotion,"['bun', 'cargo', 'docker', 'github-action', 'json', 'npm', 'tsconfig', 'turborepo', 'vercel', 'vscode', 'yaml']"
WxJava,"['circleci', 'configparser', 'github', 'github funding', 'github-action', 'maven', 'maven-wrapper', 'travis']"
SDWebImage,"['codecov', 'github', 'github funding', 'github-action', 'json']"
